publisher_id,sum(bid_price)
1,7.995799999999999
2,1.1641
3,6.143
4,2.9278
5,3.721
7,12.6462
8,7.521100000000001
9,0.8342
10,6.7782
12,5.6471
13,7.9818999999999996
14,7.7719000000000005
16,8.264
17,0.4228
18,8.298300000000001
19,10.185500000000001
20,7.2367
21,6.4956
22,5.2828
23,8.7424
24,7.1821
25,1.6044
26,12.718399999999999
27,2.0786
28,1.0111
29,11.9688
30,1.5093
31,1.7697
32,8.3511
33,4.3433
34,15.7899
35,10.517
36,3.1231
37,18.9793
38,11.3552
39,2.9866
40,3.2601
41,11.308900000000001
42,17.5653
43,12.985700000000001
46,3.2147
47,20.0227
48,16.366799999999998
49,7.9399999999999995
50,1.9493
51,6.586
52,3.9337
53,6.9437999999999995
54,16.651400000000002
55,5.1839
56,2.7251000000000003
57,5.3014
58,10.0211
59,8.9688
60,5.4877
61,0.3001
62,5.405900000000001
63,8.6266
64,2.9891
66,1.0977
67,4.4342
68,9.977799999999998
70,6.0194
71,6.5052
72,0.5246
73,5.0451
74,4.282900000000001
76,5.4092
77,12.121
78,9.0292
79,16.749
82,2.7584999999999997
84,0.6076
86,9.5527
87,3.4836
88,6.1983
89,0.9045
90,8.7698
91,7.1922
93,16.4846
94,0.8084
96,7.8265
97,2.2314
99,4.0741
100,5.7892
102,0.9166
103,12.251800000000001
104,10.2926
105,4.2368
106,6.0457
107,1.0388
108,7.2986
109,7.9865
110,22.2027
111,10.3809
112,11.973600000000001
113,1.0759
114,4.5509
116,4.6845
118,5.2873
119,3.585
120,3.7213
121,7.1504
124,0.4408
125,10.8307
127,9.2126
128,5.8005
129,4.4717
130,2.4676
131,8.0078
132,7.2779
134,11.0822
135,6.2079
136,3.8946
137,11.3277
138,1.9973
139,10.1528
140,3.9967
141,6.713799999999999
144,13.105
145,6.2212
146,0.6205
147,12.4955
148,10.123999999999999
149,12.623800000000001
150,7.1414
151,7.2780000000000005
152,9.4237
153,6.6009
155,4.0022
156,5.9423
157,6.3056
159,7.756200000000001
160,3.5787
161,1.8248
162,5.114599999999999
163,1.5902
164,8.4908
165,2.6829
166,3.8274
167,1.0518
168,5.3673
169,5.1013
171,3.0603
173,5.1323
174,4.9013
175,4.156000000000001
176,6.0726
178,7.6671
179,12.725200000000001
180,0.2359
181,7.2571
182,9.9617
183,11.0519
184,6.5167
187,8.7945
188,0.7406
191,4.6696
192,11.752500000000001
193,7.2348
194,1.4592
195,13.4309
196,0.6688
197,1.9793
198,9.9194
200,4.7468
201,1.6515
202,12.0139
203,1.3455
204,11.083300000000001
206,2.0822
207,12.7838
208,0.3239
210,17.9572
211,6.6747
212,3.5189
214,2.3377
215,2.836
216,5.3911999999999995
217,8.5149
218,3.0837
219,5.9442
220,2.1836
221,7.1488
222,15.2805
223,2.1304
224,11.4175
225,8.6423
228,10.5527
229,5.7783
230,9.254299999999999
232,10.7619
233,2.4917
234,5.4777
235,4.8657
236,6.5593
238,9.3296
240,3.9702
241,3.1346
244,7.6264
245,0.4746
246,0.6612
247,5.3497
248,8.4098
249,7.2403
250,0.928
251,5.1666
252,6.7015
253,6.917400000000001
254,5.4989
255,3.7075
256,4.9548000000000005
257,0.4071
259,3.0286
260,8.8709
261,1.3566
262,2.8301
263,7.5217
266,0.6763
267,4.8656
268,2.2167
270,2.5498
271,1.3884
272,14.9083
273,5.456099999999999
274,6.6469000000000005
275,2.7716
276,2.4562
279,4.2836
281,9.6415
283,7.2018
284,2.4833
285,4.9102
286,5.9956
287,2.9711
288,4.082800000000001
289,11.726899999999999
290,11.146399999999998
291,3.9483
292,6.2578000000000005
293,6.7219999999999995
294,3.2003
295,8.9472
296,8.9337
297,4.0084
299,7.7157
300,6.354900000000001
301,2.8809
302,4.8113
303,3.8704
305,14.0064
306,0.7254
307,0.1313
310,8.0384
311,6.8465
312,8.9602
313,3.8545
314,2.2135000000000002
315,5.722799999999999
316,16.6408
317,10.7692
318,6.2280999999999995
319,5.6491
320,5.0582
321,4.5959
322,2.298
323,10.6864
324,1.6036
325,2.7603
326,11.1308
327,1.8509000000000002
329,7.0593
330,9.9283
331,8.0381
333,2.983
334,0.8854
335,3.2234
336,22.448800000000002
337,16.772
338,4.4801
339,4.2068
340,0.7733
342,5.0037
343,6.0784
344,6.8393999999999995
345,8.9084
346,13.5276
347,14.0776
348,4.463
349,5.7779
350,1.0392
351,2.6459
352,8.3482
353,2.2151
354,8.1262
355,5.7539
357,32.1202
358,3.0111
359,6.4595
360,6.4529
362,5.174
363,6.4791
364,5.4643
365,6.1968
366,8.9475
367,15.0953
368,5.6167
369,15.574300000000001
370,1.6476
371,2.572
372,7.0468
374,6.028600000000001
375,7.1504
377,0.3571
378,5.6381000000000006
379,10.5473
380,1.2024
381,7.2196
383,11.6964
384,6.4382
385,10.650300000000001
386,8.0269
388,7.0981
389,7.6682
390,0.928
391,4.3727
392,10.3988
393,5.1516
394,10.7793
396,3.6515
397,1.3906
399,2.4101999999999997
400,9.3568
402,2.8547
403,9.1121
404,9.224
405,4.951
406,5.5877
407,13.9998
410,9.730599999999999
412,8.486
413,8.5426
414,5.0286
415,5.2036
416,5.8841
417,13.8915
418,0.0306
419,6.1073
420,4.5728
421,7.108499999999999
422,0.834
423,12.5262
424,7.2097999999999995
426,2.3022
427,9.9234
428,3.227
429,4.1376
430,8.8351
431,8.3317
433,5.779400000000001
434,3.5172
435,9.0196
437,2.1621
440,2.7661
441,1.786
442,3.3388999999999998
443,4.1022
445,0.7353
446,8.872
447,8.518699999999999
448,10.579
451,22.7755
453,10.373899999999999
454,8.693
455,0.825
457,3.7131
458,9.8675
459,0.4056
461,3.0924
463,13.6114
464,6.239
465,18.833800000000004
466,4.1813
467,6.419700000000001
470,3.453
471,5.4563
472,2.2446
473,5.7629
474,2.6685
475,1.7185
478,4.5228
479,4.7753
480,21.9285
481,3.1385
482,8.7918
483,8.184000000000001
484,3.8095
485,1.3173
486,5.4345
487,0.9021
488,3.6334999999999997
489,16.5355
490,7.089500000000001
491,5.5259
493,5.4003
494,5.5856
496,0.2604
497,9.9584
498,4.7569
499,3.0118
500,0.9167
501,7.0822
502,16.429199999999998
503,1.3379
504,14.8922
505,1.384
506,3.6003
507,6.214
508,8.5714
509,9.8612
510,5.8179
511,6.6366
512,6.2623
513,0.5382
515,12.6073
516,9.163799999999998
518,5.9409
519,8.0014
520,5.0923
521,0.463
522,0.6206
523,9.1155
524,4.8755
525,1.9227
526,0.1173
528,9.1617
529,5.625
530,16.5287
531,9.4228
532,18.7528
533,5.512600000000001
534,1.9073
536,1.3127
537,2.3777
538,4.0573
539,12.3919
541,10.6206
544,14.8293
545,2.5558
546,5.174
547,1.3987
548,9.8032
549,1.9278
550,3.2607
552,2.6982
554,9.7088
555,20.225
556,5.643599999999999
557,14.6355
558,11.1395
559,4.3095
560,3.8443
561,6.033
562,13.400299999999998
564,5.3673
565,1.8349
566,13.4915
567,14.749
568,6.7667
569,20.5062
570,4.7046
571,4.1622
574,2.6865
575,15.859
576,2.2249999999999996
577,8.0394
578,2.0768
579,1.7394
580,2.4984
582,4.5316
583,1.0453
584,5.3911
585,10.7527
587,4.0872
588,2.6732
589,12.5047
590,1.1844
591,22.0301
592,6.3549
593,8.450700000000001
594,14.4368
595,17.0567
596,2.7699
598,0.5095
600,11.0268
601,8.9406
602,3.1628
603,7.5973
604,9.4576
605,9.015699999999999
606,10.9368
607,16.8909
608,11.8763
609,5.7608
611,12.307500000000001
612,4.5943
613,8.364
614,1.2512
615,11.831900000000001
616,18.2383
617,14.395800000000001
618,1.2154
619,4.7634
620,2.5901
622,0.6069
623,7.4468
624,13.8865
629,11.629600000000002
630,4.0724
631,17.469
632,0.552
633,11.79
635,8.0793
636,15.6878
637,0.8785
638,4.399
639,1.2498
640,10.998999999999999
641,13.098199999999999
644,3.5343
645,17.4033
647,3.5028
649,4.4953
651,4.1968
652,14.8057
654,5.3865
655,3.7863
656,6.8761
657,5.0562000000000005
658,23.3714
659,3.4689
660,4.6721
661,10.8963
662,4.146599999999999
663,2.0276
665,5.5502
666,10.9527
667,10.557400000000001
668,12.670000000000002
669,10.2165
670,9.1013
671,13.641
672,2.4704
673,11.9282
674,5.710000000000001
675,2.6501
677,7.3773
678,8.2467
679,3.2274
680,10.420200000000001
681,6.004999999999999
682,7.7225
683,6.1767
684,5.6642
685,8.1067
686,7.8197
688,8.8466
689,6.1768
690,1.6616
692,6.7861
694,3.3032
695,14.6004
696,0.3215
697,6.5796
698,7.2622
700,4.3936
701,11.4818
702,17.8247
703,14.5429
704,7.8867
705,1.9366
706,8.3432
707,6.4566
708,2.8575
709,4.9764
710,3.5517
711,7.5848
712,8.6852
713,13.068999999999999
714,7.1456
715,1.6299
716,17.1497
717,1.553
718,4.1636
719,2.9701
720,6.834300000000001
722,7.038399999999999
723,2.3919
724,10.1189
725,17.186700000000002
726,10.6439
727,7.661300000000001
728,5.4613
729,6.9305
730,3.4588
731,3.6519
732,13.255799999999999
733,3.7142
734,9.2415
735,9.714699999999999
736,5.1897
737,9.7588
739,3.8983
740,23.1568
741,3.2973
742,6.4702
744,5.8783
745,8.537700000000001
746,1.1426
747,6.8457
748,5.5356000000000005
749,9.815100000000001
750,9.5715
751,3.5852
752,3.959
753,12.9253
756,3.8758
757,1.6822
758,12.5408
759,4.1406
760,3.3957
761,3.856
762,12.6095
763,5.8505
765,1.2795
