minute,sum(bid_price)
2024-06-01 00:00,35.1603
2024-06-01 00:01,40.9368
2024-06-01 00:02,27.5747
2024-06-01 00:03,22.3658
2024-06-01 00:04,12.2225
2024-06-01 00:05,47.5053
2024-06-01 00:06,19.581
2024-06-01 00:07,40.4527
2024-06-01 00:08,26.6655
2024-06-01 00:09,24.7015
2024-06-01 00:10,47.6864
2024-06-01 00:11,17.433899999999998
2024-06-01 00:12,39.6782
2024-06-01 00:13,28.818199999999997
2024-06-01 00:14,29.9501
2024-06-01 00:15,18.1792
2024-06-01 00:16,24.646199999999997
2024-06-01 00:17,24.2446
2024-06-01 00:18,47.695800000000006
2024-06-01 00:19,34.7184
2024-06-01 00:20,2.2827
2024-06-01 00:21,26.9328
2024-06-01 00:22,58.365300000000005
2024-06-01 00:23,11.6811
2024-06-01 00:24,20.589199999999998
2024-06-01 00:25,36.952
2024-06-01 00:26,44.1064
2024-06-01 00:27,50.6434
2024-06-01 00:28,45.0682
2024-06-01 00:29,20.645200000000003
2024-06-01 00:30,15.971800000000002
2024-06-01 00:31,45.101
2024-06-01 00:32,28.8176
2024-06-01 00:33,47.0299
2024-06-01 00:34,37.0545
2024-06-01 00:35,33.4236
2024-06-01 00:36,25.899300000000004
2024-06-01 00:37,33.0761
2024-06-01 00:38,43.338800000000006
2024-06-01 00:39,34.392900000000004
2024-06-01 00:40,9.1418
2024-06-01 00:41,13.889399999999998
2024-06-01 00:42,48.486700000000006
2024-06-01 00:43,29.749299999999998
2024-06-01 00:44,29.2629
2024-06-01 00:45,29.883499999999998
2024-06-01 00:46,49.0775
2024-06-01 00:47,31.602
2024-06-01 00:48,35.37480000000001
2024-06-01 00:49,40.331399999999995
2024-06-01 00:50,14.020299999999999
2024-06-01 00:51,24.078200000000002
2024-06-01 00:52,11.677
2024-06-01 00:53,24.613999999999997
2024-06-01 00:54,22.655500000000004
2024-06-01 00:55,44.98049999999999
2024-06-01 00:56,13.2454
2024-06-01 00:57,15.2351
2024-06-01 00:58,36.8085
2024-06-01 00:59,29.810099999999995
2024-06-01 01:00,18.929399999999998
2024-06-01 01:01,13.821
2024-06-01 01:02,36.212
2024-06-01 01:03,18.028399999999998
2024-06-01 01:04,33.52479999999999
2024-06-01 01:05,45.5893
2024-06-01 01:06,23.0128
2024-06-01 01:07,20.204900000000002
2024-06-01 01:08,51.778
2024-06-01 01:09,40.6186
2024-06-01 01:10,20.369799999999998
2024-06-01 01:11,16.000500000000002
2024-06-01 01:12,32.1744
2024-06-01 01:13,38.5471
2024-06-01 01:14,22.206200000000003
2024-06-01 01:15,10.7461
2024-06-01 01:16,15.2161
2024-06-01 01:17,23.3378
2024-06-01 01:18,49.109
2024-06-01 01:19,30.9379
2024-06-01 01:20,16.8241
2024-06-01 01:21,49.3041
2024-06-01 01:22,47.5345
2024-06-01 01:23,11.539
2024-06-01 01:24,14.201900000000002
2024-06-01 01:25,26.583600000000004
2024-06-01 01:26,25.6914
2024-06-01 01:27,40.3668
2024-06-01 01:28,35.4855
2024-06-01 01:29,18.463900000000002
2024-06-01 01:30,15.094000000000001
2024-06-01 01:31,31.7395
2024-06-01 01:32,22.3394
2024-06-01 01:33,17.4317
2024-06-01 01:34,6.0444
2024-06-01 01:35,57.874700000000004
2024-06-01 01:36,31.049300000000002
2024-06-01 01:37,32.339200000000005
2024-06-01 01:38,24.141300000000005
2024-06-01 01:39,45.314099999999996
2024-06-01 01:40,59.1486
2024-06-01 01:41,11.3419
2024-06-01 01:42,9.3275
2024-06-01 01:43,33.054500000000004
2024-06-01 01:44,29.5098
2024-06-01 01:45,14.7847
2024-06-01 01:46,29.0013
2024-06-01 01:47,39.5997
2024-06-01 01:48,38.435700000000004
2024-06-01 01:49,25.9437
2024-06-01 01:50,38.677099999999996
2024-06-01 01:51,29.4857
2024-06-01 01:52,28.7126
2024-06-01 01:53,23.4007
2024-06-01 01:54,17.138399999999997
2024-06-01 01:55,30.7352
2024-06-01 01:56,21.136
2024-06-01 01:57,10.2821
2024-06-01 01:58,48.267500000000005
2024-06-01 01:59,22.629399999999997
2024-06-01 02:00,24.0265
2024-06-01 02:01,45.3095
2024-06-01 02:02,27.483999999999998
2024-06-01 02:03,26.951900000000002
2024-06-01 02:04,43.7903
2024-06-01 02:05,16.3083
2024-06-01 02:06,53.16490000000001
2024-06-01 02:07,43.5206
2024-06-01 02:08,21.77
2024-06-01 02:09,35.9127
2024-06-01 02:10,45.665
2024-06-01 02:11,34.159499999999994
2024-06-01 02:12,24.344199999999997
2024-06-01 02:13,42.9715
2024-06-01 02:14,25.527099999999997
2024-06-01 02:15,26.0793
2024-06-01 02:16,43.9783
2024-06-01 02:17,27.237299999999998
2024-06-01 02:18,32.7609
2024-06-01 02:19,20.043799999999997
2024-06-01 02:20,30.6533
2024-06-01 02:21,33.9217
2024-06-01 02:22,29.8309
2024-06-01 02:23,29.028599999999997
2024-06-01 02:24,31.1825
2024-06-01 02:25,13.906899999999998
2024-06-01 02:26,42.3868
2024-06-01 02:27,57.7041
2024-06-01 02:28,38.3721
2024-06-01 02:29,26.4813
2024-06-01 02:30,24.285400000000003
2024-06-01 02:31,43.8255
2024-06-01 02:32,22.093400000000003
2024-06-01 02:33,27.026899999999998
2024-06-01 02:34,13.3868
2024-06-01 02:35,28.217000000000002
2024-06-01 02:36,27.853599999999997
2024-06-01 02:37,19.8331
2024-06-01 02:38,36.206700000000005
2024-06-01 02:39,15.748300000000002
2024-06-01 02:40,15.362300000000001
2024-06-01 02:41,38.6338
2024-06-01 02:42,16.8982
2024-06-01 02:43,39.0732
2024-06-01 02:44,29.161
2024-06-01 02:45,36.1686
2024-06-01 02:46,25.2641
2024-06-01 02:47,27.790100000000002
2024-06-01 02:48,33.4355
2024-06-01 02:49,25.6563
2024-06-01 02:50,38.591499999999996
2024-06-01 02:51,26.694899999999997
2024-06-01 02:52,32.6363
2024-06-01 02:53,23.300400000000003
2024-06-01 02:54,41.8515
2024-06-01 02:55,33.0565
2024-06-01 02:56,12.357299999999999
2024-06-01 02:57,43.6961
2024-06-01 02:58,22.355400000000003
2024-06-01 02:59,32.3954
2024-06-01 03:00,20.1607
2024-06-01 03:01,32.8289
2024-06-01 03:02,33.0589
2024-06-01 03:03,37.4628
2024-06-01 03:04,52.8174
2024-06-01 03:05,37.3778
2024-06-01 03:06,64.6917
2024-06-01 03:07,20.5733
2024-06-01 03:08,27.7148
2024-06-01 03:09,39.3977
2024-06-01 03:10,25.4187
2024-06-01 03:11,26.0978
2024-06-01 03:12,52.109300000000005
2024-06-01 03:13,24.9352
2024-06-01 03:14,16.8765
2024-06-01 03:15,37.0174
2024-06-01 03:16,21.7947
2024-06-01 03:17,20.333499999999997
2024-06-01 03:18,33.470600000000005
2024-06-01 03:19,32.8516
2024-06-01 03:20,20.600299999999997
2024-06-01 03:21,40.0362
2024-06-01 03:22,43.749300000000005
2024-06-01 03:23,32.992000000000004
2024-06-01 03:24,30.7538
2024-06-01 03:25,21.1164
2024-06-01 03:26,30.302699999999998
2024-06-01 03:27,36.4661
2024-06-01 03:28,52.7539
2024-06-01 03:29,20.7042
2024-06-01 03:30,40.3313
2024-06-01 03:31,35.856300000000005
2024-06-01 03:32,23.740399999999998
2024-06-01 03:33,15.2584
2024-06-01 03:34,22.6939
2024-06-01 03:35,24.3605
2024-06-01 03:36,26.956699999999998
2024-06-01 03:37,51.385000000000005
2024-06-01 03:38,25.3953
